,Churn,Churn_Prob,CustID,Predicted
706,0,0.008529193899683268,706,0
1606,0,0.034212446100497444,1606,0
4904,0,0.5102821931382411,4904,1
6752,0,0.054413169807047954,6752,0
3992,0,0.016574655254106976,3992,0
4735,0,0.11892684472993617,4735,0
3449,0,0.1678915845362763,3449,0
4433,0,0.7465558349366591,4433,1
552,0,0.009006926832709294,552,0
4665,0,0.010309098123143992,4665,0
6000,0,0.01391486446522965,6000,0
4422,0,0.29836755839923523,4422,0
5507,0,0.08100857475395641,5507,0
4094,0,0.514790715878163,4094,1
6096,0,0.7736382611536629,6096,1
5571,0,0.11520650191828387,5571,0
4841,0,0.4777341812711396,4841,0
3393,0,0.0871431103257911,3393,0
5177,1,0.6240943402851875,5177,1
1545,0,0.10252936715943471,1545,0
3351,1,0.1981624129963638,3351,0
3998,0,0.0650085641708776,3998,0
5066,0,0.04935209078739058,5066,0
4919,0,0.008318225902410268,4919,0
580,1,0.10210558108025108,580,0
2685,0,0.033173508178920334,2685,0
6059,0,0.04489263364922162,6059,0
6774,0,0.14575732143786455,6774,0
4148,0,0.05851237404807973,4148,0
1192,1,0.7726176404635113,1192,1
3561,1,0.47693596557721457,3561,0
5018,0,0.003920005992770491,5018,0
6727,0,0.514735713533708,6727,1
3595,1,0.7294682667498763,3595,1
4853,0,0.08153226028801173,4853,0
1177,0,0.04255529129583281,1177,0
4298,0,0.2716235877447838,4298,0
693,1,0.6621540632052205,693,1
1115,0,0.049924218773632956,1115,0
5116,1,0.6138303065574787,5116,1
4646,0,0.5917941494747956,4646,1
6825,0,0.5867439944253799,6825,1
2316,0,0.13491695793159666,2316,0
384,0,0.17158896237035476,384,0
2386,0,0.09103178892591365,2386,0
395,0,0.01838994422311135,395,0
1142,0,0.6941389439298681,1142,1
1569,0,0.3259046575579807,1569,0
4274,0,0.022090622966385007,4274,0
2372,0,0.011101989302074957,2372,0
6308,0,0.6050870680292942,6308,1
5245,0,0.005931817503731934,5245,0
1801,0,0.4015063447669233,1801,0
574,0,0.641102074653889,574,1
651,1,0.607638044222559,651,1
3624,0,0.29765231066670694,3624,0
3522,0,0.023662394677978107,3522,0
937,1,0.6439414022697963,937,1
4500,0,0.05286299794688914,4500,0
1557,0,0.3166794053116706,1557,0
4688,0,0.25491293589025393,4688,0
5908,1,0.14692019713191065,5908,0
3995,1,0.3170737437286962,3995,0
3073,0,0.035343059874423814,3073,0
2292,0,0.02058404135959937,2292,0
4113,0,0.03429502916359021,4113,0
4628,0,0.16447196136755177,4628,0
4008,0,0.08756457182863459,4008,0
4943,0,0.01044341172682173,4943,0
5100,1,0.6332939050993993,5100,1
3910,1,0.46408710632217703,3910,0
6353,0,0.1920367235956178,6353,0
3563,0,0.4807675412737154,3563,0
111,0,0.01998787143982139,111,0
2794,0,0.15402825949765667,2794,0
167,0,0.018400561506265237,167,0
5709,0,0.05566256933267867,5709,0
6419,0,0.14518664761322145,6419,0
6460,1,0.22511016977708825,6460,0
3775,1,0.6386590130387979,3775,1
2280,0,0.7077109601944411,2280,1
1434,1,0.5757393914382875,1434,1
973,1,0.23663622356310157,973,0
2199,0,0.011905898623191455,2199,0
1336,0,0.41148198099858796,1336,0
2331,0,0.07343438909542811,2331,0
5588,1,0.4341931442719061,5588,0
6444,1,0.13387861675715518,6444,0
4210,0,0.16080983572342297,4210,0
118,0,0.012019679783028403,118,0
3741,0,0.02505019753082212,3741,0
2985,0,0.10036650168485946,2985,0
379,0,0.3401512922378362,379,0
4451,0,0.537101107570156,4451,1
6872,0,0.056646335628589034,6872,0
836,0,0.0175726640098877,836,0
3392,0,0.04450875965642837,3392,0
700,0,0.04491428233312098,700,0
4520,1,0.17794221122811024,4520,0
198,0,0.05568861497878382,198,0
3003,1,0.46377982079597924,3003,0
75,0,0.19183789327766107,75,0
5688,0,0.016573263877720366,5688,0
3072,0,0.048146069524943935,3072,0
1470,0,0.1163861303399691,1470,0
1705,0,0.25521871210016084,1705,0
5263,0,0.14256430659630287,5263,0
6854,0,0.14206582677343857,6854,0
301,1,0.8638319118097304,301,1
140,0,0.021998800988259095,140,0
2486,0,0.34121083337911956,2486,0
2200,0,0.1776148187291436,2200,0
154,0,0.12489531001620613,154,0
1111,1,0.4897296293027841,1111,0
5975,1,0.5611459209930437,5975,1
4743,0,0.028369617338609005,4743,0
2828,0,0.048477233422173104,2828,0
5038,0,0.08147053087011348,5038,0
3905,1,0.34997612598281197,3905,0
2065,0,0.45784599187721586,2065,0
977,0,0.6190392256200244,977,1
4554,0,0.3581950685663505,4554,0
5811,0,0.0423683615556196,5811,0
5946,1,0.0303225006354117,5946,0
4656,0,0.5586587461734829,4656,1
1136,0,0.005433832506503203,1136,0
6269,0,0.12724790759971968,6269,0
6253,0,0.11701218270327186,6253,0
3609,0,0.20586871359291417,3609,0
2277,1,0.2299600151425906,2277,0
2608,1,0.2804048352976885,2608,0
6178,0,0.015742480356794836,6178,0
131,1,0.2057346708930616,131,0
6877,1,0.5622845200273954,6877,1
2028,0,0.02948937976680567,2028,0
6646,0,0.014355990230961149,6646,0
4344,0,0.05543626390771478,4344,0
6018,0,0.015873735011213974,6018,0
4323,1,0.3140072350221895,4323,0
3321,0,0.007746104757940045,3321,0
5378,0,0.016842565478007665,5378,0
2251,0,0.5358815388542557,2251,1
5857,1,0.6201457074327662,5857,1
5715,1,0.27914070976038874,5715,0
6274,0,0.215251398206218,6274,0
65,0,0.46628162461112005,65,0
2911,1,0.5780451642021047,2911,1
6465,0,0.006330951555353478,6465,0
1178,1,0.588194742230488,1178,1
1067,0,0.34414828426707633,1067,0
4929,0,0.04538918114946577,4929,0
5497,1,0.09253884243431876,5497,0
5399,0,0.01880823773798044,5399,0
5020,0,0.016531936672811456,5020,0
3723,0,0.08589389627412895,3723,0
1911,0,0.01837784356537308,1911,0
3383,1,0.7322388616497146,3383,1
2990,1,0.364589649371028,2990,0
5891,1,0.3341944832000525,5891,0
5269,0,0.3497861636158557,5269,0
614,0,0.03992706049581384,614,0
6047,0,0.45958945077037017,6047,0
382,0,0.018795095995147653,382,0
6507,1,0.19256428572212214,6507,0
1847,0,0.007155375494998713,1847,0
5386,0,0.34233196855794434,5386,0
1182,0,0.1250039540320418,1182,0
2536,1,0.06510070781383497,2536,0
1137,0,0.004069515286415727,1137,0
5469,0,0.30194928392385567,5469,0
1504,0,0.5503423114803129,1504,1
469,1,0.37950161081437356,469,0
5489,0,0.34490705002968297,5489,0
5298,0,0.4534196998113149,5298,0
1375,0,0.022287895653630336,1375,0
5084,0,0.05056176564837502,5084,0
1570,0,0.02834594362884889,1570,0
5568,0,0.16794547090712916,5568,0
6816,1,0.6896782423188403,6816,1
1445,0,0.49862641149481984,1445,0
3791,0,0.6453963396742763,3791,1
3943,0,0.5420974985464562,3943,1
2709,0,0.33981547626825126,2709,0
1022,0,0.7557204106963626,1022,1
5129,0,0.5325257216544794,5129,1
6116,0,0.08793366857072403,6116,0
1839,0,0.08573541080043241,1839,0
5980,0,0.0781925644425319,5980,0
583,0,0.19117286773292766,583,0
333,1,0.7195432183633649,333,1
1101,0,0.11813316364563538,1101,0
910,1,0.6790382808647857,910,1
2925,0,0.0908017901913513,2925,0
5187,0,0.6152956478586,5187,1
3963,0,0.004514781117434889,3963,0
3620,0,0.2871932664240291,3620,0
2596,0,0.15571024341100959,2596,0
1577,1,0.27646945357142005,1577,0
4806,0,0.011366777025997548,4806,0
2865,0,0.046914276537772276,2865,0
4746,1,0.7625099337009841,4746,1
1909,0,0.06730238991727634,1909,0
792,0,0.05208063469247241,792,0
4783,0,0.0494857742674264,4783,0
7017,0,0.010611404491538235,7017,0
2327,0,0.5399398551963794,2327,1
5056,0,0.011906834995358962,5056,0
3770,0,0.008466113761130841,3770,0
1807,1,0.6374111000187476,1807,1
1531,0,0.13996980350378285,1531,0
6594,0,0.18889809753333664,6594,0
146,0,0.07564092107215378,146,0
2983,0,0.011027908920556042,2983,0
2402,0,0.12489531001620613,2402,0
1284,0,0.006251595359571549,1284,0
6881,0,0.1729388405957499,6881,0
5794,0,0.08010320912854489,5794,0
6952,1,0.4099872662002921,6952,0
4652,0,0.05299247318022006,4652,0
4450,1,0.27218683626760437,4450,0
4726,0,0.018254595707544154,4726,0
3261,0,0.011733949135121614,3261,0
4415,0,0.019501847439514122,4415,0
4007,0,0.01346091970480319,4007,0
388,0,0.3682896352473427,388,0
6141,1,0.45000737521525114,6141,0
3713,1,0.446858925883014,3713,0
3959,0,0.07059210246627673,3959,0
2365,0,0.5782527531967007,2365,1
5933,1,0.8633667471392165,5933,1
3081,1,0.6181887804587297,3081,1
5686,1,0.6519946791647474,5686,1
5534,0,0.43519743490157753,5534,0
3505,0,0.44100350072207317,3505,0
5973,0,0.09874538002407805,5973,0
322,0,0.521773430747677,322,1
5547,1,0.7409576288696346,5547,1
1745,0,0.009708839183164258,1745,0
6653,0,0.2189617557058575,6653,0
707,0,0.4128347156255796,707,0
272,1,0.379765388651264,272,0
945,1,0.6357667660693928,945,1
5650,0,0.06315884125371424,5650,0
345,0,0.8263469422723866,345,1
3921,0,0.1792427902443621,3921,0
2108,0,0.11271448905879981,2108,0
2655,1,0.5851848745981045,2655,1
850,0,0.037536610427777194,850,0
4792,1,0.2645234067836677,4792,0
6026,0,0.09954259686932156,6026,0
3721,1,0.14341197748496107,3721,0
2875,1,0.6443460727613302,2875,1
5120,1,0.2350174489307531,5120,0
1061,0,0.09945181161411086,1061,0
5334,1,0.11125099372248495,5334,0
4648,0,0.6819455361564236,4648,1
637,0,0.0089231229181904,637,0
3213,0,0.04248028104536143,3213,0
6639,0,0.12678138534515287,6639,0
1351,0,0.20705801767956344,1351,0
1256,0,0.016931748589986532,1256,0
1503,0,0.4075991255370535,1503,0
6544,1,0.5593459091030775,6544,1
1722,0,0.07517491281556207,1722,0
807,0,0.033492444727232056,807,0
950,1,0.42922392275405374,950,0
195,0,0.3591104368147684,195,0
1869,0,0.005683791579057244,1869,0
2734,0,0.10745540316992594,2734,0
6267,1,0.6889533142807814,6267,1
629,1,0.30338788922119536,629,0
4425,0,0.24721515684912054,4425,0
232,1,0.5332163922862885,232,1
1959,0,0.28096836415002846,1959,0
4666,0,0.09109463888648572,4666,0
427,0,0.6687324321849348,427,1
5015,0,0.15544604941523663,5015,0
922,0,0.6559811687870567,922,1
6819,1,0.40138426107389363,6819,0
6311,0,0.3622810608796478,6311,0
6886,1,0.8125896615545781,6886,1
4957,0,0.19538783009773902,4957,0
190,0,0.06311234681510296,190,0
5818,0,0.05705494118413821,5818,0
43,0,0.017253100702489903,43,0
1451,0,0.2591241775302587,1451,0
3938,0,0.2517881301605707,3938,0
4513,1,0.017007961167956904,4513,0
4392,0,0.14481156446842408,4392,0
2735,0,0.3876696195826232,2735,0
3936,0,0.28029540545412607,3936,0
5959,0,0.015728969751292527,5959,0
2962,1,0.3060706986075153,2962,0
2467,0,0.21676470593401465,2467,0
5581,1,0.050005564163064224,5581,0
4807,0,0.10838526354903658,4807,0
2021,0,0.020167503527155035,2021,0
5461,0,0.012698748371602016,5461,0
4681,1,0.8133182164066558,4681,1
5085,0,0.18033847363622646,5085,0
3886,0,0.1258248129931069,3886,0
4079,0,0.4999321094346269,4079,0
1407,0,0.07838592973599191,1407,0
5847,0,0.17451124166984905,5847,0
6227,1,0.3856570246757442,6227,0
4691,1,0.46708506159861357,4691,0
4962,0,0.19318210318778303,4962,0
3223,0,0.2865887992555899,3223,0
3212,0,0.3456246330143174,3212,0
6101,0,0.0404406218553101,6101,0
3646,0,0.13787209928607802,3646,0
2637,0,0.02038762190888905,2637,0
1195,0,0.4733020278242694,1195,0
4350,0,0.18249904751479812,4350,0
6348,0,0.3649954849477217,6348,0
5061,0,0.07408945537230083,5061,0
3264,0,0.589637816818272,3264,1
4486,0,0.18140769302914994,4486,0
668,1,0.314968003595387,668,0
6962,1,0.5860866159829399,6962,1
4940,0,0.7027126277366047,4940,1
6345,0,0.585534383125378,6345,1
6307,0,0.06637612116308146,6307,0
4208,0,0.028017772040896824,4208,0
1083,1,0.7197008015953101,1083,1
5017,0,0.03531344815996826,5017,0
2308,0,0.06472992489663407,2308,0
4669,0,0.00839752090928293,4669,0
3685,0,0.03990186404100454,3685,0
98,0,0.010301381621202208,98,0
1275,0,0.008317282735462802,1275,0
6405,0,0.19805413422359397,6405,0
750,0,0.14759469497903316,750,0
2539,0,0.00753179929437978,2539,0
4847,1,0.5837566358834154,4847,1
1990,1,0.7748200818678478,1990,1
2899,0,0.007600993851185664,2899,0
19,0,0.5532093229443356,19,1
2110,0,0.19833361676691544,2110,0
4287,1,0.14663088636800709,4287,0
6236,0,0.6204042154622327,6236,1
2665,0,0.20970387817303981,2665,0
1613,0,0.049654298209200774,1613,0
1951,0,0.2575256093626199,1951,0
41,0,0.017834281812138655,41,0
6182,0,0.010431538788103182,6182,0
456,0,0.16046707457875867,456,0
2158,0,0.04257990281796453,2158,0
883,0,0.10164387283822586,883,0
874,0,0.1487665631931129,874,0
5808,0,0.06328764875461418,5808,0
5354,0,0.754180825905252,5354,1
6764,1,0.6856796895598356,6764,1
1711,0,0.008271737506737443,1711,0
2324,1,0.6851746399537499,2324,1
4048,0,0.01288776264775872,4048,0
621,0,0.1129568095747912,621,0
3438,1,0.7110133559373606,3438,1
6281,0,0.0695357131844947,6281,0
5194,1,0.5415928357225058,5194,1
177,1,0.526928119245763,177,1
4070,0,0.4143874482278201,4070,0
53,1,0.693806663693347,53,1
794,0,0.3633289406011402,794,0
4603,0,0.1737025231364162,4603,0
2382,0,0.036196814120132065,2382,0
677,1,0.5446671677649434,677,1
6384,0,0.060320944255022185,6384,0
5329,1,0.29748811403724806,5329,0
4270,0,0.02368488654211967,4270,0
4264,0,0.5722488536565121,4264,1
323,0,0.11483292360505044,323,0
158,0,0.06987117616118131,158,0
6970,1,0.7423702096249902,6970,1
2057,1,0.32646139047167716,2057,0
3926,0,0.24671982271869278,3926,0
5850,1,0.44889031658733664,5850,0
5612,0,0.031432663263158016,5612,0
705,1,0.31490649445131796,705,0
6453,1,0.5943903037670143,6453,1
218,0,0.03442013063902996,218,0
58,0,0.022176542997351143,58,0
1489,0,0.06182277769220412,1489,0
3593,1,0.5274757926965945,3593,1
1907,0,0.33224368491059214,1907,0
4935,0,0.03942163518831781,4935,0
4182,1,0.5504235333067787,4182,1
742,1,0.6087663181435703,742,1
5202,0,0.043520750245032595,5202,0
501,0,0.05037888572387578,501,0
6863,0,0.055435818253137724,6863,0
2479,0,0.020656725385673435,2479,0
4459,1,0.724895612114373,4459,1
1350,0,0.01341438487542243,1350,0
5708,0,0.7044592162812511,5708,1
452,0,0.0879755734387304,452,0
6575,0,0.18253446175114,6575,0
3630,1,0.16505434162609434,3630,0
4272,1,0.014264896827078023,4272,0
627,0,0.13502180175022957,627,0
175,0,0.10580841230995476,175,0
1017,0,0.023146020652415604,1017,0
2312,0,0.04595861919431192,2312,0
2776,1,0.5311019581048081,2776,1
1682,0,0.033093325582576716,1682,0
2780,1,0.05477433568213114,2780,0
688,0,0.03463410944228091,688,0
650,1,0.6255070991464778,650,1
1421,1,0.7402036885535141,1421,1
5854,0,0.3816010074902721,5854,0
4620,0,0.021585986526358816,4620,0
2191,1,0.8300648177956756,2191,1
3446,0,0.1608910713014041,3446,0
1548,0,0.35417607220970604,1548,0
755,1,0.790135481694448,755,1
6022,0,0.10659743154873351,6022,0
5993,0,0.5751980241128044,5993,1
273,0,0.6144546009230741,273,1
6295,0,0.011714906751600881,6295,0
6797,0,0.3567185023996354,6797,0
1144,1,0.5571049480259195,1144,1
4888,0,0.18591478330333147,4888,0
856,0,0.009978574903892104,856,0
6171,0,0.33765422742729956,6171,0
2176,0,0.0065189357178496365,2176,0
2140,1,0.36503256477011503,2140,0
3526,1,0.5331288341384717,3526,1
5526,0,0.02884848007634601,5526,0
1865,0,0.3693064400053347,1865,0
3866,0,0.03779801228214014,3866,0
4925,0,0.07229437399944193,4925,0
419,1,0.7528986566524264,419,1
6874,0,0.1401287840759268,6874,0
800,0,0.07498714173656318,800,0
2025,0,0.038183944833614446,2025,0
3332,1,0.3411152401195729,3332,0
3769,0,0.12053578434060759,3769,0
1987,1,0.46349138972069526,1987,0
571,0,0.04700881119671877,571,0
5212,0,0.00712583680645076,5212,0
2653,0,0.008130541869755623,2653,0
5030,1,0.5641183480005306,5030,1
4448,1,0.6867249013385637,4448,1
1890,1,0.2739727278885878,1890,0
1211,1,0.48166695057293824,1211,0
754,0,0.5225229886581011,754,1
5287,0,0.14766420044077086,5287,0
1002,0,0.560762841541766,1002,1
6732,0,0.5331079552828147,6732,1
4609,0,0.13442196381654722,4609,0
5696,1,0.19058932350310376,5696,0
3034,1,0.7312377297682883,3034,1
1454,0,0.0817087024166802,1454,0
3262,1,0.4666807447187556,3262,0
4178,0,0.009769314141276178,4178,0
1287,0,0.5049069228496319,1287,1
276,1,0.41430671037683936,276,0
4941,1,0.18232952030063845,4941,0
2739,0,0.09982752814519458,2739,0
2075,0,0.5190095391750433,2075,1
4517,1,0.8409966186936194,4517,1
5586,0,0.033180825871937394,5586,0
1578,1,0.314627351139028,1578,0
3997,0,0.01928105744369005,3997,0
1778,0,0.0057463041589772305,1778,0
731,0,0.13011095231921058,731,0
4127,0,0.014181839980541532,4127,0
2547,0,0.00924717882525458,2547,0
2837,1,0.14755772386216984,2837,0
1296,0,0.5465602793041758,1296,1
1864,0,0.17624791229381692,1864,0
5863,1,0.6979377720486908,5863,1
4293,1,0.5567804427269214,4293,1
6599,1,0.6297770417265026,6599,1
281,0,0.339423724437041,281,0
4480,1,0.5864683924193306,4480,1
4670,0,0.06868342408847164,4670,0
5525,0,0.032999478079178524,5525,0
3169,0,0.064968777113399,3169,0
6052,0,0.029938696137431157,6052,0
1393,0,0.14723867502207658,1393,0
3110,0,0.1446020897603395,3110,0
5007,0,0.06827376601680052,5007,0
4737,0,0.03735360303494355,4737,0
5262,0,0.031369609930717884,5262,0
1372,0,0.368155264866694,1372,0
686,0,0.036523892732988526,686,0
1702,1,0.5700560717561944,1702,1
1963,0,0.5040362959017639,1963,1
2821,1,0.8318621734564586,2821,1
1416,0,0.026597315132632374,1416,0
2321,0,0.3220589377819393,2321,0
2128,0,0.16042215424370915,2128,0
70,0,0.25407870909749714,70,0
4445,0,0.03465757568057196,4445,0
6527,1,0.36585291545593096,6527,0
4311,1,0.36717173170571266,4311,0
168,1,0.19456454545433063,168,0
2599,0,0.008325114780382599,2599,0
2860,0,0.32152523544676337,2860,0
5923,0,0.6164980549114637,5923,1
2457,0,0.21444460157270953,2457,0
4322,0,0.6813946390427312,4322,1
6292,0,0.31805682894333465,6292,0
3055,1,0.2119637691136949,3055,0
6695,0,0.008046603003249353,6695,0
3731,0,0.6801072402070166,3731,1
5380,1,0.7173045836296054,5380,1
4460,0,0.3822907041392453,4460,0
6388,1,0.14734496117154425,6388,0
6811,1,0.6177266688976623,6811,1
2756,1,0.14851830113055467,2756,0
3420,0,0.27500138905148785,3420,0
2343,0,0.40212383304577665,2343,0
0,0,0.48287618022048157,0,0
6627,0,0.010985249052115717,6627,0
6422,0,0.04460262798851007,6422,0
499,1,0.5803126464024737,499,1
4668,0,0.3592200358975815,4668,0
6813,1,0.013109210526675604,6813,0
5659,0,0.02314409173583653,5659,0
2689,0,0.046137369530908336,2689,0
110,1,0.255799887932219,110,0
2394,0,0.071470119193264,2394,0
6967,1,0.6881874650670811,6967,1
1269,0,0.03818447661269358,1269,0
1727,0,0.2863751051970961,1727,0
2156,1,0.6455056673834184,2156,1
6548,0,0.11265302525712305,6548,0
6826,0,0.17927021420564204,6826,0
1658,1,0.21380218831032063,1658,0
6996,1,0.07508104824526453,6996,0
1867,1,0.6025598316339684,1867,1
745,0,0.06561910498946245,745,0
2873,1,0.6101486646753782,2873,1
1747,1,0.7444213563714658,1747,1
6590,1,0.6916669905282535,6590,1
2663,0,0.10931039015612264,2663,0
3618,0,0.16201890104253922,3618,0
1817,0,0.07546896479757044,1817,0
2135,0,0.2024437663228444,2135,0
1212,0,0.6388997176126433,1212,1
2727,1,0.762827188854364,2727,1
5215,1,0.14452737453866996,5215,0
3135,1,0.5576144417263168,3135,1
659,0,0.0564890211248721,659,0
723,1,0.5061699140503109,723,1
2190,0,0.015998593914191197,2190,0
510,0,0.19515379978052755,510,0
6935,0,0.05536525781543438,6935,0
3496,0,0.2676440274168209,3496,0
5480,0,0.41661267336073976,5480,0
1553,0,0.2607781411830621,1553,0
6359,0,0.12037694494335245,6359,0
7032,1,0.8350337762275531,7032,1
3533,0,0.08210605140752214,3533,0
4058,1,0.3725869452670245,4058,0
5499,1,0.7072868293339915,5499,1
4773,1,0.09112007016622835,4773,0
4197,0,0.642987406752048,4197,1
453,1,0.5028934495110968,453,1
797,0,0.18516231263412974,797,0
6454,0,0.2574057574594797,6454,0
2045,0,0.05993806768084179,2045,0
2357,0,0.02717378887081729,2357,0
475,1,0.5594535213720941,475,1
258,1,0.40465103382217193,258,0
4027,1,0.34517319146190945,4027,0
4252,0,0.3768924190560429,4252,0
2984,0,0.05110638877092614,2984,0
3706,0,0.3865102879195468,3706,0
407,0,0.47076609464081026,407,0
964,1,0.41784725933737604,964,0
1385,0,0.05029902330167821,1385,0
4118,0,0.182843179867457,4118,0
996,1,0.30475099198780736,996,0
491,0,0.5225158424730746,491,1
6569,0,0.037533465387429125,6569,0
3692,0,0.5802249470722223,3692,1
2333,0,0.049417666094500476,2333,0
209,0,0.06409905944879515,209,0
2307,0,0.16647940372113793,2307,0
3050,1,0.5028598466771099,3050,1
4084,1,0.6440342894354336,4084,1
2538,0,0.07191105026866303,2538,0
6190,1,0.653482789936749,6190,1
3295,0,0.011391235874970929,3295,0
3001,0,0.11479359312912765,3001,0
1495,0,0.18624804697562902,1495,0
3280,0,0.020807532977966704,3280,0
3784,1,0.6975489956245728,3784,1
4427,0,0.053725511597360893,4427,0
6428,1,0.5417536453290269,6428,1
3795,0,0.6439516634194413,3795,1
6416,0,0.011033079650983461,6416,0
1312,0,0.06535551580997905,1312,0
1517,0,0.18239190713367862,1517,0
4519,0,0.1442337000264111,4519,0
1914,0,0.4618881946966982,1914,0
2761,1,0.580319889223073,2761,1
5033,0,0.19222187109857966,5033,0
639,1,0.7364263712704102,639,1
3379,0,0.14062793426018633,3379,0
1408,0,0.08222710841043772,1408,0
105,0,0.2941313233592284,105,0
4383,0,0.02152756681199839,4383,0
5587,0,0.25091805284507074,5587,0
2523,0,0.009648882437299935,2523,0
5785,0,0.013935132030393201,5785,0
4623,0,0.2911982420517699,4623,0
2722,0,0.01606534588007032,2722,0
4373,0,0.03608832762704342,4373,0
4353,1,0.7060902466943406,4353,1
1468,0,0.09467772912401158,1468,0
6474,0,0.0402468859292464,6474,0
3768,0,0.20588602082035226,3768,0
548,0,0.2257222231128482,548,0
205,0,0.1523211893456542,205,0
6995,0,0.017991085277723497,6995,0
139,1,0.6898039925289147,139,1
305,0,0.011718223186196629,305,0
6067,0,0.1304715739206563,6067,0
5888,1,0.45090990567250694,5888,0
2395,0,0.5339232271643433,2395,1
3008,0,0.05822564393175108,3008,0
5402,0,0.03676438527564997,5402,0
5,1,0.7929783554115496,5,1
4233,0,0.03872260896582498,4233,0
6827,0,0.046316857020586355,6827,0
3473,1,0.39327536849283046,3473,0
897,0,0.12644993749313985,897,0
6164,0,0.03995348638008293,6164,0
1780,1,0.05736328674666452,1780,0
6020,0,0.05256194534553914,6020,0
1297,0,0.6696773072020203,1297,1
2546,0,0.165709448988137,2546,0
3909,0,0.033859649504232904,3909,0
1377,0,0.011798526173731906,1377,0
2942,0,0.015271037075683166,2942,0
5464,0,0.02941639485160476,5464,0
6908,1,0.4113794246680345,6908,0
3290,0,0.2437921731253979,3290,0
5827,0,0.45348445153599637,5827,0
4567,0,0.460007202350666,4567,0
748,0,0.009157061230923823,748,0
2336,1,0.5062345389785088,2336,1
3019,1,0.183193231498858,3019,0
6224,0,0.08878122773332581,6224,0
6058,0,0.3883454773839622,6058,0
3418,0,0.24007779179681726,3418,0
3289,0,0.39348620849671284,3289,0
31,0,0.7662551388179244,31,1
3859,0,0.18913251377187396,3859,0
3191,0,0.38373915335430187,3191,0
5219,0,0.14777074053315434,5219,0
4926,0,0.015290148822659071,4926,0
595,1,0.25041849101267794,595,0
2263,1,0.4376103754615291,2263,0
6251,0,0.20733841758682992,6251,0
6225,0,0.025551035039002547,6225,0
4453,1,0.777599571909492,4453,1
927,1,0.5866468583194839,927,1
4549,0,0.4505840924837498,4549,0
160,0,0.303855535355138,160,0
4536,1,0.686226589295384,4536,1
3347,0,0.022778497679521958,3347,0
3719,0,0.031579442501593,3719,0
6713,0,0.3445191826150076,6713,0
6883,0,0.3387906645029959,6883,0
4608,0,0.08189590910618919,4608,0
3060,0,0.15644156027151582,3060,0
5441,1,0.009237240303850305,5441,0
2502,0,0.010990992336292514,2502,0
440,0,0.5847233491190683,440,1
1056,1,0.6940737741792989,1056,1
117,1,0.6916337252418832,117,1
4406,0,0.1297574693447914,4406,0
884,0,0.02863790954294584,884,0
6112,0,0.2532551660733631,6112,0
2487,0,0.10417495792155729,2487,0
5470,0,0.04101334427146043,5470,0
1766,0,0.0469100206268484,1766,0
2093,0,0.15377746476126844,2093,0
3629,0,0.05541260623686351,3629,0
717,0,0.5108852757102731,717,1
5691,0,0.07357227472026223,5691,0
4475,0,0.19659025418202625,4475,0
1667,0,0.1020940556396321,1667,0
1026,1,0.8570618863970675,1026,1
5874,1,0.7836855347842636,5874,1
866,0,0.022097190812868338,866,0
4420,0,0.057200740784812486,4420,0
102,0,0.1857600454177738,102,0
6434,1,0.5457767287589715,6434,1
2107,0,0.5343623745318942,2107,1
3443,0,0.12630044919295802,3443,0
222,0,0.1610674621594089,222,0
6394,0,0.09298259818537204,6394,0
1675,1,0.4848288923909138,1675,0
2004,1,0.5421240413516676,2004,1
1877,0,0.010405364586902171,1877,0
5292,0,0.035055803825887674,5292,0
3529,0,0.779160622399184,3529,1
6050,0,0.11505291309696211,6050,0
2269,1,0.5094753414759126,2269,1
1744,0,0.1683527543955667,1744,0
308,0,0.5462227118477045,308,1
3195,0,0.5365976118796122,3195,1
2749,0,0.18997091934780924,2749,0
5257,1,0.6810929954661638,5257,1
5132,0,0.052163308504296756,5132,0
6243,0,0.02110953858927815,6243,0
1444,0,0.0904613564352612,1444,0
6055,0,0.5200746480930737,6055,1
4132,1,0.4016932322310626,4132,0
4613,1,0.39691116932624976,4613,0
1623,0,0.121936379998547,1623,0
4556,1,0.6725119932648115,4556,1
4745,0,0.6043003791317245,4745,1
498,1,0.4649103737109327,498,0
2645,0,0.14607371020231588,2645,0
6718,1,0.5828172785383875,6718,1
1332,0,0.007951057001637361,1332,0
4200,0,0.010087307219720012,4200,0
3747,0,0.3565255247563632,3747,0
3700,1,0.15663029668118805,3700,0
1197,0,0.12595276134902395,1197,0
1047,0,0.31183029974307946,1047,0
4313,0,0.2803657178634082,4313,0
5583,1,0.5107653446872447,5583,1
875,0,0.42823700335260984,875,0
6334,0,0.06980333546893348,6334,0
295,0,0.1470262930210505,295,0
5250,0,0.6848682352084839,5250,1
3594,0,0.3756594380653808,3594,0
2177,0,0.057197479793135726,2177,0
5866,0,0.1819513356865759,5866,0
4986,0,0.4900108379041016,4986,0
6064,1,0.49011152803113284,6064,0
4068,0,0.07157784493231076,4068,0
1471,0,0.3918605706169539,1471,0
2226,0,0.029083294487948098,2226,0
2428,1,0.5145952170675223,2428,1
44,0,0.3422048194650913,44,0
900,0,0.14103751419387242,900,0
6429,0,0.02180443778185442,6429,0
4529,0,0.2830268147475939,4529,0
6217,0,0.04865515962472074,6217,0
2641,0,0.21756729993639556,2641,0
3831,1,0.46250124897118544,3831,0
3410,1,0.35207340347936644,3410,0
